DabRmxqHxTB_p2#10	Requeijão Jucurutu tradicional 400g (de 13,89, no app)	12,98	un
DabRmxqHxTB_p2#11	Queijo Isis mussarela fatiado 150g (de 8,49, no app)	7,99	un
DabRmxqHxTB_p2#12	Filé de peito de frango Levo Alimentos bdj 1kg (de 18,48, no app)	17,68	un
DabRmxqHxTB_p2#13	Morango inteiro EasyChef congelado 1,01kg (de 13,98, no app)	12,98	un
DabRmxqHxTB_p2#14	Pernil suíno congelado kg (de 15,98, no app)	13,98	kg
DabRmxqHxTB_p2#15	Picanha bovina kg fatiada (de 42,90, no app)	39,90	kg
DabRmxqHxTB_p2#16	Jerked beef PA Friboi pct 500g	25,90	pct
DabRmxqHxTB_p2#17	Carne bovina coxão mole de sol kg	44,90	kg
DabRmxqHxTB_p2#18	Carne bovina peito ou acém com osso kg	27,90	kg
DabRmxqHxTB_p2#19	Fígado bovino kg congelada	13,98	kg
DabRmxqHxTB_p2#20	Almondega bovina Chuletão cong 1kg	15,98	un
DabRmxqHxTB_p2#21	Coração bovino congelado kg	14,98	kg
DabRmxqHxTB_p2#22	Frango Seara kg congelado	9,99	kg
DabRmxqHxTB_p2#23	Linguiça de frango Aurora kg	16,98	kg
DabRmxqHxTB_p2#24	Filé de peito de frango congelado kg	14,28	kg
DabRmxqHxTB_p2#25	Galinha pequena Q Delícia congelada kg	5,68	kg
DabRmxqHxTB_p2#26	Linguiça suína churrasco Saudali kg	14,98	kg
DabRmxqHxTB_p2#27	Frango à passarinho Lar IQF 1kg	11,28	un
DabRmxqHxTB_p2#28	Coxinha da asa Jaguá IQF 1kg	11,68	un
DabRmxqHxTB_p2#29	Coxa de frango Sadia pct 1kg	11,48	pct
DabRmxqHxTB_p2#30	Sobrecoxa de frango Sadia pct 1kg	14,28	pct
DabRmxqHxTB_p2#31	Hamburguer Aurora Faroeste 56g trad/misto	0,97	un
DabRmxqHxTB_p2#32	Linguiça de frango Bom Todo kg congelada	12,78	kg
DabRmxqHxTB_p2#33	Coxa sobrecoxa c/ dorsal kg	7,28	kg
DabRmxqHxTB_p2#34	Batata pré frita Mazid congelada 2kg	19,98	un
DabRmxqHxTB_p2#35	Polpa Ster Bom 1kg abacaxi/caju/goiaba/manga/tamarindo	9,78	un
DabRmxqHxTB_p2#36	Sorvete Ster Bom 2L sabores	23,78	un
DabRmxqHxTB_p2#37	Linguiça calabresa Sadia reta ou curvada kg	24,98	kg
DabRmxqHxTB_p2#38	Presunto de peru Perdigão/Sadia peça, pedaço ou fatiado kg	28,98	kg
DabRmxqHxTB_p2#39	Iogurte Chambinho, Chamyto ou Ninho 300g	3,68	un
DabRmxqHxTB_p2#40	Iogurte Nestlé batido zero lactose sabores 1,15kg	13,69	un
DabRmxqHxTB_p2#41	Queijo Jucurutu mussarela peça ou pedaço kg	39,98	kg
DabRmxqHxTB_p2#42	Bebida láctea Clan sabores sachê 900g	4,98	un
DabRmxqHxTB_p2#43	Iogurte parcialmente desnatado Isis sabores 170g	2,89	un
DabRmxqHxTB_p2#44	Iogurte Frutisis morango 150g	3,68	un
DabRmxqHxTB_p2#45	Coalhada Clan desnatada com ou sem adoçante 240g	3,68	un
DabRmxqHxTB_p2#46	Requeijão Isis light ou tradicional 200g	7,38	un
DabRmxqHxTB_p2#47	Margarina Primor 500g	4,89	un
DabRmxqHxTB_p2#48	Manteiga Itacolomy 500g	25,98	un
DabRmxqHxTB_p2#49	Água sanitária Clorito GF 3L (de 2,49, no cartão)	1,98	un
DabRmxqHxTB_p2#50	Lava roupas em pó Sonho pct 400g (de 3,19, no cartão)	2,48	pct
DabRmxqHxTB_p2#51	Amaciante de roupas Sonho LV2L PG1,8L (de 10,99, no cartão)	8,98	un
DabRmxqHxTB_p2#52	Enxaguante bucal Colgate Plax Odor Control 2L (de 33,79, no cartão)	30,98	un
DabRmxqHxTB_p3#0	Farinha de Mandioca Brejeira Branca 1kg	4,48	
DabRmxqHxTB_p3#1	Feijão Preto Clebom 1kg	6,28	
DabRmxqHxTB_p3#2	Achocolatado em Pó 3 Corações SCH 550g Chocolatto	12,98	
DabRmxqHxTB_p3#3	Bebida Láctea UHT YoPro 15g Proteína 250ml Chocolate	7,98	
DabRmxqHxTB_p3#4	Café Solúvel Santa Clara Clássico Refil 40g	5,48	
DabRmxqHxTB_p3#5	Creme de Avelã Nutella LV400g PG350g	26,98	
DabRmxqHxTB_p3#6	Macarrão Instantâneo Nissin Lamen 85g Sabores	1,98	
DabRmxqHxTB_p3#7	Macarrão Instantâneo Cup Noodles CP 70g Sabores	5,98	
DabRmxqHxTB_p3#8	Molho de Tomate Tradicional Quero Sachê 240g	1,68	
DabRmxqHxTB_p3#9	Azeite Extra Virgem Gallo Por 500ml	32,98	
DabRmxqHxTB_p3#10	Chocolate em Barra Hershey's 82g ao Leite	7,98	
DabRmxqHxTB_p3#11	Catchup Sadio 820g Tradicional	6,98	
DabRmxqHxTB_p3#12	Maionese Hellmann's 250g	8,98	
DabRmxqHxTB_p3#13	Amido de Milho Maizena LEV200 PG150g	3,58	
DabRmxqHxTB_p3#14	Doce Leite Cremoso Isis PT 350g	8,98	
DabRmxqHxTB_p3#15	Lanchinho Lecy 160g	3,48	
DabRmxqHxTB_p3#16	Milho Pipoca Vitaforte Premium 400g	2,98	
DabRmxqHxTB_p3#17	Creatina Integralmedica PT 300g Hardcore	58,98	
DabRmxqHxTB_p3#18	Biscoito Cream Cracker Vitarella 350g Tradicional	5,48	
DabRmxqHxTB_p3#19	Leite em Pó Betânia Pacote 200g Integral	6,48	
DabRmxqHxTB_p3#20	Creme Culinário Damare 200g	2,38	
DabRmxqHxTB_p3#21	Dueto Predilecta Pouch 170g	2,78	
DabRmxqHxTB_p3#22	Vinho Mateus GF 750ml Sabores	62,90	
DabRmxqHxTB_p3#23	Cerveja Amstel 350ml Lata	3,38	
DabRmxqHxTB_p3#24	Cerveja Puro Malte Petra Lata 350ml	3,29	
DabRmxqHxTB_p3#25	Cerveja Spaten Helles GF 355ml	4,98	
DabRmxqHxTB_p3#26	Vinho Collina GF 750ml Sabores	13,98	
DabRmxqHxTB_p3#27	Vodka Absolut 750ml Sabores	44,98	
DabRmxqHxTB_p3#28	Refrigerante São Geraldo GF 2L Cajuína	8,98	
DabRmxqHxTB_p3#29	Refresco em Pó Frisco 10g Sabores	0,75	
DabRmxqHxTB_p3#30	Refrigerante Guaraná Antarctica GF 200ml Tradicional e Zero	1,38	
DabRmxqHxTB_p3#31	Suco Tinto de Uva Vinhedos Vale GF 1,5L Integral	15,98	
DabRmxqHxTB_p3#32	Água Mineral Naturágua GF 500ml C/Gás	1,48	
DabRmxqHxTB_p3#33	Suco Concentrado Palmeiron GF 500ml Sabores	2,98	
DabRmxqHxTB_p3#34	Whisky Grand Old Parr 1L 12 Anos	119,98	
DabRmxqHxTB_p3#35	Pão Center Massas Forma, Leite ou Integral 400g	5,28	
DabRmxqHxTB_p3#36	Bolacha Jucurutu PCT 250g Manteiga do Sertão	5,68	
DabRmxqHxTB_p3#37	Bolo Fofo Queiroz kg	19,98	kg
DabRmxqHxTB_p3#38	Biscoito Água&Sal 3 de Maio 300g	3,98	
DabRmxqHxTB_p3#39	Lava Louças Guarani 500ml	1,48	
DabRmxqHxTB_p3#40	Sabão em Barra Guarani Glicerinado Sun 160g	7,98	
DabRmxqHxTB_p3#41	Lã de Aço Assolan 45g 10% Desconto	1,48	
DabRmxqHxTB_p3#42	Essência Limpeza Concentrada Coala 120ml	12,98	
DabRmxqHxTB_p3#43	Kit Limpador Multiuso Veja 500ml Gold SQZE 50% Desconto	14,98	
DabRmxqHxTB_p3#44	Odorizante de Ambientes Spray Coala 260ml	29,98	
DabRmxqHxTB_p3#45	Pedra Sanitária Lume Clean 25g	1,58	
DabRmxqHxTB_p3#46	Odorizador Aerosol Glade 360ml	14,98	
DabRmxqHxTB_p3#47	Inseticida Aerosol SBP 380ml	15,98	
DabRmxqHxTB_p3#48	Desinfetante Pinho Sol 1,75L	22,48	
DabRmxqHxTB_p3#49	Escova Dental JadePro Popmax C/5un RF035 Macia	12,78	
DabRmxqHxTB_p3#50	Shampoo Elseve 200ml Fragrâncias	14,98	
DabRmxqHxTB_p3#51	Condicionador Elseve 200ml Fragrâncias	16,98	
DabRmxqHxTB_p3#52	Creme de Pentear Elseve 200ml Fragrâncias	14,48	
DabRmxqHxTB_p3#53	Tintura Casting Creme Gloss	31,98	
DabRmxqHxTB_p3#54	Hidratante Facial Garnier 85g	34,98	
DabRmxqHxTB_p3#55	Papel Higiênico Familiar FD 20m LV12 PG11	11,98	
DabRmxqHxTB_p3#56	Fralda Descartável Personal Baby Prot	27,48	
DabRmxqHxTB_p3#57	Sabonete em Barra Palmolive Naturals 85g	2,58	
DabRmxqHxTB_p3#58	Creme Dental Colgate 180g Tripla Ação	10,48	
DabRmxqHxTB_p3#59	Escova Dental JadePro Pro Slim C/2un Kids	12,78	
DabRmxqHxTB_p3#60	Sabonete Inf Líquido Johnsons Baby 200ml	19,98	
DabRmxqHxTB_p3#61	Talheres Tramontina Unid - Faca, Colher ou Garfo	2,78	un
DabRmxqHxTB_p3#62	Pote DS Clic Plasutil REF 17895	2,98	
DabRmxqHxTB_p3#63	Faca Chef Inox Prem Tramontina 20cm	67,98	
DabRmxqHxTB_p3#64	Manta Baby Lisa ou Estampada Conftex 0,90x1,0m	12,98	
DabRmxqHxTB_p3#65	Travess Eco Pluma Conftex 50x70cm	23,98	
DabRmxqHxTB_p3#66	Ração Úmida Gatos Friskies 85g ou Ração Úmida Cães Pedigree SCH 100g	3,28	
DabRmxqHxTB_p3#67	Areia Sanitária Tigreto Premium 4kg	10,98	
DabRmxqHxTB_p3#68	Ração Cão Tutti Canis Adulto 10,1kg Select	64,98	
DabRmxqHxTB_p3#69	Ração Kitekat PCT 2,7kg	34,98	
DabRmxqHxTB_p3#70	Ração Pedigree Adulto PCT 2,7kg	39,98	
DabVyKuj5YB_p1#0	Coxas de Frango Sadia 1kg (IQF-Congelada)	11,99	cada
DabVyKuj5YB_p1#1	Peito de Frango Bom Todo 1kg (Bandeja)	14,99	cada
DabVyKuj5YB_p1#2	Batata Pré-Frita Lar 1,5 kg (Congelada)	15,99	cada
DabVyKuj5YB_p1#3	Linguiça de Frango Bom Todo	13,99	kg
DabVyKuj5YB_p1#4	Margarina Claybom 1kg (Com Sal)	9,99	cada
DabVyKuj5YB_p1#5	Salsicha Hot-Dog Bom Todo	6,99	kg
DabVyKuj5YB_p1#6	Feijão Urbano 1kg (Preto)	6,59	cada
DabVyKuj5YB_p1#7	Óleo de Soja Soya 900ml	7,99	cada
DabVyKuj5YB_p1#8	Pão de Forma Bom de Massa 400g (Tradicional/Integral/Leite)	4,99	cada
DabVyKuj5YB_p1#9	Flocão de Milho Vitamilho 500g	1,39	cada
DabVyKuj5YB_p1#10	Massa Sêmola Estrela 400g (Parafuso)	2,99	cada
DabVyKuj5YB_p1#11	Cerveja Budweiser 350ml (Sleek) - Leve 12, Pague 9 (nesta promoção a unidade sai por)	3,29	cada
DabVyKuj5YB_p1#12	Refrigerante Coca-Cola Zero 2,5L (Zero Açúcar)	10,99	cada
DabVyKuj5YB_p1#13	Kit Hidra Salon Line Shampoo 300ml + Condicionador 300ml (Fragrâncias)	15,99	cada
DabVyKuj5YB_p1#14	Papel Higiênico Mili 60m C/ 4 (Folha Dupla)	11,99	cada
DabVyKuj5YB_p1#15	Fraldas Descartáveis Personal Baby P. Total Pants (Tamanhos)	27,99	cada
DabVyKuj5YB_p2#0	Fígado Bovino (Congelado)	16,99	kg
DabVyKuj5YB_p2#1	Costela Suína Sadia (Congelada)	19,99	kg
DabVyKuj5YB_p2#2	Hambúrguer Sadia 56g (Misto)	1,39	cada
DabVyKuj5YB_p2#3	Presunto de Peru Perdigão	33,99	kg
DabVyKuj5YB_p2#4	Steak de Frango Sadia 100g	1,99	cada
DabVyKuj5YB_p2#5	Morango Congelado EasyChef 1,010kg (Inteiro)	16,99	cada
DabVyKuj5YB_p2#6	Sorvete Ster Bom 2L (Sabores)	24,99	cada
DabVyKuj5YB_p2#7	Polpa de Frutas Ster Bom 400g (Caju/Goiaba/Manga/Tamarindo)	4,29	cada
DabVyKuj5YB_p2#8	Vinho Quinta do Morgado 750ml (Suave/Seco - Branco/Tinto/Rosé)	15,99	cada
DabVyKuj5YB_p2#9	Aperitivo Campari 998ml	55,99	cada
DabVyKuj5YB_p2#10	Conhaque Dreher 900ml (Tradicional)	19,99	cada
DabVyKuj5YB_p2#11	Cachaça Sagatiba Cristalina 700ml	27,99	cada
DabVyKuj5YB_p3#0	Energético Baly 2L (Sabores)	13,99	cada
DabVyKuj5YB_p3#1	Refrigerante Fanta 2L (Laranja/Uva)	7,99	cada
DabVyKuj5YB_p3#2	Refrigerante Sprite 2L (Tradicional/Zero Açúcar)	7,99	cada
DabVyKuj5YB_p3#3	Tempero em Pó Felitá Chef 50g (Carne/Aves/Legumes)	3,59	cada
DabVyKuj5YB_p3#4	Fermento Químico em Pó Felitá Chef 100g	3,49	cada
DabVyKuj5YB_p3#5	Mini Kibe Felitá Chef 810g (Congelado - Tradicional/Com Requeijão)	21,99	cada
DabVyKuj5YB_p3#6	Lasanha Felitá Chef 500g (Congelada - Sabores)	14,99	cada
DabVyKuj5YB_p3#7	Absorvente Noturno Felitá Care C/ 8 (Com Abas)	5,59	cada
DabVyKuj5YB_p3#8	Absorvente Felitá Care Suave C/ 16 (Com Abas)	6,99	cada
DabVyKuj5YB_p4#0	Chocolate em Barra Delamilk 65g (Ao Leite/Amendoim/Crocante)	4,39	cada
DabVyKuj5YB_p4#1	Biscoito Wafer Vitarella 80g (Sabores)	1,79	cada
DabVyKuj5YB_p4#2	Caixa de Bombons Especialidades Nestlé 220g (Sortidos)	13,99	cada
DabVyKuj5YB_p4#3	Achocolatado em Pó Chocolatto 560g (Sachê - Chocolate com Caramelo)	12,99	cada
DabVyKuj5YB_p4#4	Café Santa Clara 250g (Clássico - Almofada/A Vácuo)	12,99	cada
DabVyKuj5YB_p4#5	Creme de Leite Betânia 200g Tp	2,69	cada
DabVyKuj5YB_p4#6	Massa Espaguete Bonsabor 400g	2,19	cada
DabVyKuj5YB_p4#7	Leite em Pó Bom Gosto 200g (Integral)	6,99	cada
DabVyKuj5YB_p4#8	Biscoito Maria/Maizena Estrela 307g (Tradicional)	4,99	cada
DabVyKuj5YB_p4#9	Tempero Caseiro Claro/Vinagre de Álcool Sadio 500ml	1,39	cada
DabVyKuj5YB_p4#10	Maionese Hellmann's 200g (Sachê - Tradicional)	4,99	cada
DabVyKuj5YB_p4#11	Catchup Sadio 830g (Tradicional)	6,99	cada
DabVyKuj5YB_p5#0	Queijo Ralado Pampulha 50g	4,39	cada
DabVyKuj5YB_p5#1	Azeitonas Verdes Sadio 100g (Fatiadas/Sem Caroço)	6,99	cada
DabVyKuj5YB_p5#2	Milho para Pipoca Quality Vitamilho 500g	3,29	cada
DabVyKuj5YB_p5#3	Açúcar Ecoçúcar 1kg (Triturado)	2,99	cada
DabVyKuj5YB_p5#4	Arroz Blue Soft 1kg (Parboilizado/Branco)	3,59	cada
DabVyKuj5YB_p5#5	Cremogema 380g (Tradicional)	10,99	cada
DabVyKuj5YB_p5#6	Barra de Frutas Supino Zero 24g (Sabores)	3,59	cada
DabVyKuj5YB_p5#7	Arroz Emoções 1kg (Integral/Saquinho Integral)	5,99	cada
DabVyKuj5YB_p5#8	Dueto/Milho Verde Predilecta 170g (Sachê)	3,29	cada
DabVyKuj5YB_p5#9	Massa Vilma 500g (Integral - Parafuso/Ninho)	6,59	cada
DabVyKuj5YB_p5#10	Aveia AllNutri 170g (Flocos/Farinha de Aveia)	3,69	cada
DabVyKuj5YB_p5#11	Café Solúvel Santa Clara 40g (Emb. Promocional - Clássico/Extraforte)	5,29	cada
DabVyKuj5YB_p6#0	Creme para Pentear Salon Line 1kg (Fragrâncias)	35,99	cada
DabVyKuj5YB_p6#1	Gelatina Salon Line 550g (Fragrâncias)	26,99	cada
DabVyKuj5YB_p6#2	Sabonete em Barra Nivea 85g (Fragrâncias)	2,59	cada
DabVyKuj5YB_p6#3	Shampoo Monange 325ml (Fragrâncias)	8,99	cada
DabVyKuj5YB_p6#4	Condicionador Monange 325ml (Fragrâncias)	9,99	cada
DabVyKuj5YB_p6#5	Desodorante Aerossol Mood 150ml (Fragrâncias)	6,99	cada
DabVyKuj5YB_p6#6	Óleo Corporal Paixão 100ml (Fragrâncias)	12,99	cada
DabVyKuj5YB_p6#7	Hidratante Corporal Paixão 200ml (Fragrâncias)	9,99	cada
DabVyKuj5YB_p6#8	Sabonete Líquido Lux 200ml (Refil - Fragrâncias)	8,99	cada
DabVyKuj5YB_p6#9	Toalhas Umedecidas Felitá Baby C/ 48	7,99	cada
DabVyKuj5YB_p6#10	Absorvente Noturno Mili Mulher Discreto C/ 8	6,49	cada
DabVyKuj5YB_p7#0	Lava Roupas Líquido Versátil Becker 3L	17,99	cada
DabVyKuj5YB_p7#1	Lava Roupas em Pó Ala 800g (Fragrâncias)	5,99	cada
DabVyKuj5YB_p7#2	Amaciante Concentrado Comfort 700ml (Fragrâncias)	12,99	cada
DabVyKuj5YB_p7#3	Água Sanitária Dragão 1L	2,19	cada
DabVyKuj5YB_p7#4	Desinfetante Uau Antibac 2L (Emb. Promocional - Fragrâncias)	8,99	cada
DabVyKuj5YB_p7#5	Odorizante Aerossol Glade 360ml (Emb. Promocional - Fragrâncias)	16,99	cada
DabVyKuj5YB_p7#6	Papel Toalha Bianco C/2	4,99	cada
DabVyKuj5YB_p7#7	Saco para Lixo Felitá Clean 15L/30L/50L/100L (Rolo)	8,99	cada
DabVyKuj5YB_p7#8	Pedra Sanitária Pato/Glade 25g (Fragrâncias)	3,49	cada
